date,artist,track title,album title,reason_start,reason_end,skipped,seconds played
2023-10-07,Hoang,When You're Lonely,When You're Lonely,fwdbtn,fwdbtn,True,142.0
2023-10-07,Tori Kelly,missin u,tori,fwdbtn,fwdbtn,True,5.0
2023-10-07,ARMNHMR,Falling Apart,Falling Apart,fwdbtn,fwdbtn,True,2.0
2023-10-07,Hoang,Moments (feat. Rynn),Moments (feat. Rynn),fwdbtn,fwdbtn,True,4.0
2023-10-07,Mimi Webb,Little Bit Louder,Seven Shades of Heartbreak,fwdbtn,fwdbtn,True,2.0
2023-10-07,KAYDEN,hoops,hoops,fwdbtn,fwdbtn,True,2.0
2023-10-07,Lane 8,Red Lights - EMBRZ Remix,Reviver Remixed,fwdbtn,fwdbtn,True,2.0
2023-10-07,Emmit Fenn,Even When I Don't,Even When I Don't,fwdbtn,trackdone,False,193.0
2023-10-07,Emmit Fenn,Beautiful Life,Beautiful Life,trackdone,trackdone,False,236.0
2023-10-07,Emmit Fenn,What Falling in Love Is For,What Falling in Love Is For,trackdone,trackdone,False,175.0
2023-10-07,Jeremy Zucker,"always, i'll care",love is not dying,trackdone,trackdone,False,146.0
2023-10-07,BANNERS,Have You Ever Loved Someone,Have You Ever Loved Someone,trackdone,fwdbtn,True,3.0
2023-10-07,Zach Bryan,El Dorado,Zach Bryan,fwdbtn,fwdbtn,True,1.0
2023-10-07,Alexander 23,Nothing's the Same,"Oh No, Not Again! - EP",fwdbtn,fwdbtn,True,1.0
2023-10-07,Yoke Lore,Body Parts,Bravado / Body Parts,fwdbtn,fwdbtn,True,1.0
2023-10-07,Bear's Den,Spiders,Blue Hours,fwdbtn,fwdbtn,True,4.0
2023-10-07,Bear's Den,Sophie,Without/Within,fwdbtn,fwdbtn,True,2.0
2023-10-07,gavn!,Someone u don't know,"Here, just for now",fwdbtn,fwdbtn,True,2.0
2023-10-07,gavn!,10 years,"Here, just for now",fwdbtn,fwdbtn,True,30.0
2023-10-07,gavn!,in the dark,in the dark,fwdbtn,fwdbtn,True,1.0
2023-10-07,Hazlett,Missionary Feelings,Missionary Feelings,fwdbtn,trackdone,False,212.0
2023-10-07,Knox,We’re Not In Love Anymore (feat. Charlotte Sands),We’re Not In Love Anymore (feat. Charlotte Sands),trackdone,fwdbtn,True,12.0
2023-10-07,Ocie Elliott,Free,Free,fwdbtn,trackdone,False,193.0
2023-10-07,Hanniou,heartbeats duet,heartbeats duet (Hanniou & James TW),trackdone,trackdone,False,152.0
2023-10-07,Jake Scott,Come Close,Come Close,trackdone,fwdbtn,True,5.0
2023-10-07,The Strike,Miles Ahead,The Lost Years,fwdbtn,fwdbtn,True,1.0
2023-10-07,Heart Of Gold,See Through,See Through,fwdbtn,fwdbtn,True,1.0
2023-10-07,Jordy Searcy,Better,Love? Songs,fwdbtn,fwdbtn,True,4.0
2023-10-07,The Ivy,Gold,Gold,fwdbtn,fwdbtn,True,1.0
2023-10-07,The Dreggs,Hold Me Closer,Hold Me Closer,fwdbtn,fwdbtn,True,3.0
2023-10-07,Quinn XCII,All That You Need,The People's Champ,fwdbtn,fwdbtn,True,2.0
2023-10-07,Sons Of The East,Hard To Tell,Hard To Tell,fwdbtn,fwdbtn,True,1.0
2023-10-07,Hippo Campus,warm glow,warm glow,fwdbtn,fwdbtn,True,1.0
2023-10-07,Gryffin,Bye Bye (feat. Ivy Adara),Gravity,fwdbtn,fwdbtn,True,2.0
2023-10-07,Arrows in Action,Entropy,Built To Last,fwdbtn,fwdbtn,True,6.0
2023-10-07,Morgan Wade,Fall In Love With Me,Fall In Love With Me,fwdbtn,fwdbtn,True,2.0
2023-10-07,Julia Pratt,A Little Love,A Little Love,fwdbtn,fwdbtn,True,2.0
2023-10-07,Brenn!,Valapriso,Valapriso,fwdbtn,fwdbtn,True,1.0
2023-10-07,Alana Springsteen,look i like,look i like,fwdbtn,backbtn,True,1.0
2023-10-07,Brenn!,Valapriso,Valapriso,backbtn,trackdone,False,188.0
2023-10-07,Alana Springsteen,look i like,look i like,trackdone,fwdbtn,True,46.0
2023-10-07,Lauv,Love U Like That,Love U Like That,fwdbtn,fwdbtn,True,1.0
2023-10-07,LANY,XXL,XXL,fwdbtn,fwdbtn,True,1.0
2023-10-07,Tanner Adell,Love You a Little Bit,Love You a Little Bit,fwdbtn,fwdbtn,True,179.0
2023-10-07,Ashley Cooke,mean girl,shot in the dark,fwdbtn,fwdbtn,True,3.0
2023-10-07,Lindsay Ell,Right On Time,Right On Time,fwdbtn,fwdbtn,True,1.0
2023-10-07,Troy Cartwright,Same,Same,fwdbtn,fwdbtn,True,2.0
2023-10-07,NURKO,Sunsets,Sunsets,fwdbtn,fwdbtn,True,2.0
2023-10-07,Angie K,Laredo,Laredo,fwdbtn,fwdbtn,True,1.0
2023-10-07,Kyle Reynolds,Miles On My Heart,Simple Things,fwdbtn,fwdbtn,True,1.0
2023-10-07,Steve Kroeger,Home,Home,fwdbtn,fwdbtn,True,1.0
2023-10-07,Animal Years,Caroline,Caroline,fwdbtn,trackdone,False,212.0
2023-10-07,Rosie Darling,Golden Age,Golden Age,trackdone,trackdone,False,212.0
2023-10-07,Wrabel,happier,happier,trackdone,fwdbtn,True,120.0
2023-10-08,Havelin,Space,Space,fwdbtn,logout,False,146.0
2023-10-08,AURORA,Runaway,All My Demons Greeting Me as a Friend,playbtn,endplay,True,3.0
2023-10-08,Ed Sheeran,Give Me Love,+,clickrow,trackdone,False,526.0
2023-10-08,Ed Sheeran,Autumn Leaves - Deluxe Edition,+,trackdone,logout,False,123.0
2023-10-08,OneRepublic,I Ain't Worried,I Ain’t Worried,playbtn,trackdone,False,148.0
2023-10-08,The Weeknd,Save Your Tears,After Hours,trackdone,endplay,True,26.0
2023-10-08,The Lumineers,Sleep On The Floor,Cleopatra,playbtn,trackdone,False,212.0
2023-10-08,Cece Coakley,Knob Road,Happy Adjacent,trackdone,fwdbtn,True,205.0
2023-10-08,Daulton Hopkins,Collateral,Collateral,fwdbtn,trackdone,False,179.0
2023-10-08,Big Thief,Cattails,U.F.O.F.,trackdone,trackdone,False,246.0
2023-10-08,Adrianne Lenker,anything,songs,trackdone,fwdbtn,True,138.0
2023-10-08,j solomon,Gossamer,Sleeping in the Garden,fwdbtn,fwdbtn,True,5.0
2023-10-08,Hollow Coves,The Woods - Acoustic,The Woods,fwdbtn,trackdone,False,240.0
2023-10-08,Field Guide,You Were,You Were,trackdone,trackdone,False,194.0
2023-10-08,Briston Maroney,Sunshine,Sunshine,trackdone,trackdone,False,217.0
2023-10-08,"Slaughter Beach, Dog",Engine,Engine,trackdone,trackdone,False,534.0
2023-10-08,Wild Rivers,Call It a Night,Eighty-Eight,trackdone,trackdone,False,248.0
2023-10-08,Izzy Heltai,Day Plan,Day Plan,trackdone,trackdone,False,226.0
2023-10-08,Leith Ross,I'd Have to Think About It,I'd Have to Think About It,trackdone,fwdbtn,True,17.0
2023-10-08,Field Medic,mood ring baby,fade into the dawn,fwdbtn,fwdbtn,True,3.0
2023-10-08,Benjamin Francis Leftwich,Atlas Hands,Last Smoke Before the Snowstorm,fwdbtn,fwdbtn,True,2.0
2023-10-08,The Paper Kites,Woodland,Woodland,fwdbtn,fwdbtn,True,1.0
2023-10-08,Field Medic,henna tattoo,fade into the dawn,fwdbtn,trackdone,False,146.0
2023-10-08,Hollow Coves,Home,Wanderlust,trackdone,trackdone,False,202.0
2023-10-08,Henry Jamison,Real Peach,The Wilds,trackdone,trackdone,False,233.0
2023-10-08,Samia,Triptych,The Baby,trackdone,trackdone,False,186.0
2023-10-08,Harrison Storm,Sense of Home,Sense of Home,trackdone,fwdbtn,True,30.0
2023-10-08,Charlie Cunningham,Minimum,Lines,fwdbtn,trackdone,False,195.0
2023-10-08,Mazzy Star,Fade Into You,So Tonight That I Might See,trackdone,trackdone,False,296.0
2023-10-08,Searows,Coming Clean,Guard Dog,trackdone,trackdone,False,379.0
2023-10-08,Wild Rivers,Long Time,Sidelines,trackdone,trackdone,False,196.0
2023-10-08,Davis John Patton,A Tale of Rescue,Forest Park,trackdone,trackdone,False,227.0
2023-10-08,Field Medic,bundle of hyacinths (feat. Samia),bundle of hyacinths (feat. Samia),trackdone,trackdone,False,183.0
2023-10-08,Big Red Machine,Renegade,How Long Do You Think It's Gonna Last?,trackdone,trackdone,False,254.0
2023-10-08,Phoebe Bridgers,Scott Street,Stranger in the Alps,trackdone,trackdone,False,305.0
2023-10-08,Tyler Childers,Shake the Frost (Live),Live on Red Barn Radio I & II,trackdone,trackdone,False,175.0
2023-10-08,Roo Panes,Little Giant,Little Giant,trackdone,trackdone,False,292.0
2023-10-08,Hollow Coves,Coastline,Wanderlust,trackdone,trackdone,False,234.0
2023-10-08,Field Medic,i want you so bad it hurts,Floral Prince,trackdone,trackdone,False,183.0
2023-10-08,Vance Joy,Mess Is Mine,Dream Your Life Away - Special Edition,trackdone,trackdone,False,224.0
2023-10-08,Harrison Storm,Be Slow,Be Slow,trackdone,trackdone,False,205.0
2023-10-08,Henry Jamison,Boys,Gloria Duplex,trackdone,trackdone,False,236.0
2023-10-08,Novo Amor,Halloween,"Cannot Be, Whatsoever",trackdone,trackdone,False,155.0
2023-10-08,Mumford & Sons,Little Lion Man,Sigh No More,trackdone,trackdone,False,247.0
2023-10-08,Harrison Storm,Change It All,Change It All,trackdone,fwdbtn,True,6.0
2023-10-08,Chance Peña,In My Room,In My Room,fwdbtn,trackdone,False,178.0
2023-10-08,Mt. Joy,Silver Lining,Mt. Joy,trackdone,trackdone,False,199.0
2023-10-08,Briston Maroney,Caroline,Indiana,trackdone,trackdone,False,205.0
2023-10-08,boygenius,Cool About It,the record,trackdone,trackdone,False,180.0
2023-10-08,Jordy Searcy,Just Like Autumn,Just Like Autumn,trackdone,trackdone,False,215.0
2023-10-08,Noah Kahan,Northern Attitude,Northern Attitude,trackdone,trackdone,False,267.0
2023-10-08,Johnnyswim,Live While We're Young - Live,Live At Rockwood Music Hall,trackdone,trackdone,False,338.0
2023-10-08,KALEO,All the Pretty Girls,A/B,trackdone,trackdone,False,270.0
2023-10-08,Vance Joy,From Afar,Dream Your Life Away - Special Edition,trackdone,fwdbtn,True,151.0
2023-10-08,Benjamin Francis Leftwich,Atlas Hands,Last Smoke Before the Snowstorm,fwdbtn,trackdone,False,173.0
2023-10-08,Manchester Orchestra,The Gold - Phoebe Bridgers Version,The Gold,trackdone,trackdone,False,233.0
2023-10-08,Bon Iver,Flume,"For Emma, Forever Ago",trackdone,trackdone,False,219.0
2023-10-08,Kodaline,All I Want,In A Perfect World,trackdone,trackdone,False,306.0
2023-10-08,John-Robert,Adeline,Adeline,trackdone,trackdone,False,229.0
2023-10-08,Jack Van Cleaf,Rattlesnake,Fruit from the Trees,trackdone,logout,False,64.0
2023-10-08,Surfaces,Hold Onto Me Baby,Hidden Youth,playbtn,trackdone,False,225.0
2023-10-08,ayokay,Queen (feat. Quinn XCII),In the Shape of a Dream,trackdone,trackdone,False,225.0
2023-10-08,Surfaces,I Can't Help But Feel,Hidden Youth,trackdone,trackdone,False,179.0
2023-10-08,Death Cab for Cutie,I Dreamt We Spoke Again - Louis the Child Remix,I Dreamt We Spoke Again,trackdone,trackdone,False,190.0
2023-10-08,Shoffy,Let Go Today - slenderbodies remix,Let Go Today,trackdone,trackdone,False,181.0
2023-10-08,Drug Store Romeos,Frame Of Reference,The world within our bedrooms,trackdone,trackdone,False,154.0
2023-10-08,Pacific,Gimme Love,Gimme Love,trackdone,trackdone,False,185.0
2023-10-08,Tre Breezy,The Motion,LATE NIGHTS & CHEAP MICS,trackdone,trackdone,False,189.0
2023-10-08,Fiji Blue,Butterflies,Butterflies,trackdone,trackdone,False,176.0
2023-10-08,Mounika.,Tender love,Zeweed 02 (Green Culture by Zeweed Magazine),trackdone,fwdbtn,True,9.0
2023-10-08,Terror Jr,Super Powers,Bop City,fwdbtn,fwdbtn,True,3.0
2023-10-08,NoMBe,Young Hearts,They Might've Even Loved Me,fwdbtn,trackdone,False,218.0
2023-10-08,Cautious Clay,Cold War,Blood Type,trackdone,trackdone,False,203.0
2023-10-08,slenderbodies,gray,sotto voce,trackdone,trackdone,False,183.0
2023-10-08,Phil Good,Float On,Float On,trackdone,trackdone,False,177.0
2023-10-08,Grady,Deep Breath in the Sun,The in Between,trackdone,trackdone,False,155.0
2023-10-08,Mushroom People,Lowws,Lowws,trackdone,trackdone,False,182.0
2023-10-08,Sam Gouthro,Cruisin',Cruisin',trackdone,fwdbtn,True,58.0
2023-10-08,Chelsea Cutler,Summer Love - Live From Spotify Studios NYC,Singles,fwdbtn,fwdbtn,True,3.0
2023-10-08,Danrell,Hostage,Hostage,fwdbtn,endplay,True,196.0
2023-10-08,Virginia To Vegas,Just Friends,Just Friends,trackdone,fwdbtn,True,25.0
2023-10-08,BAYEM,Thrill,AFTERGLOW,fwdbtn,trackdone,False,150.0
2023-10-08,Emmit Fenn,Lost In Space,Lost In Space,trackdone,trackdone,False,223.0
2023-10-08,Klyne,Water Flow,Klyne,trackdone,trackdone,False,224.0
2023-10-08,Peter Fenn,Arizona Summer,Arizona Summer,trackdone,trackdone,False,175.0
2023-10-08,Cody Lovaas,Prove It,Prove It,trackdone,trackdone,False,187.0
2023-10-08,ford.,Pay No Mind,The Color of Nothing,trackdone,trackdone,False,184.0
2023-10-08,Public Library Commute,Heather Grey,Heather Grey,trackdone,trackdone,False,157.0
2023-10-08,Indigo Pool,Broken Waves,Broken Waves,trackdone,fwdbtn,True,29.0
2023-10-08,Chappell Roan,Casual,The Rise and Fall of a Midwest Princess,fwdbtn,trackdone,False,233.0
2023-10-08,Chappell Roan,Pink Pony Club,The Rise and Fall of a Midwest Princess,trackdone,trackdone,False,258.0
2023-10-08,Greta Van Fleet,Heat Above,The Battle at Garden’s Gate,trackdone,trackdone,False,341.0
2023-10-08,Greta Van Fleet,Highway Tune,From The Fires,trackdone,trackdone,False,181.0
2023-10-08,Greta Van Fleet,Black Smoke Rising,From The Fires,trackdone,trackdone,False,260.0
2023-10-08,Greta Van Fleet,You're The One,Anthem Of The Peaceful Army,trackdone,trackdone,False,267.0
2023-10-08,Charlotte Cardin,Looping,99 Nights,trackdone,trackdone,False,194.0
2023-10-08,Charlotte Cardin,Way Back,99 Nights,trackdone,endplay,True,118.0
2023-10-08,Field Guide,Tupperware,Make Peace with That,clickrow,trackdone,False,187.0
2023-10-08,Cautious Clay,Wildfire,Deadpan Love,trackdone,trackdone,False,152.0
2023-10-08,Sharon Van Etten,Consolation Prize,Because I Was In Love,trackdone,trackdone,False,244.0
2023-10-08,Thundercat,Dragonball Durag,It Is What It Is,trackdone,trackdone,False,182.0
2023-10-08,Thundercat,Fair Chance,It Is What It Is,trackdone,trackdone,False,238.0
2023-10-09,Bahamas,Lost In The Light,Barchords,trackdone,trackdone,False,237.0
2023-10-09,Sharon Van Etten,For You,Because I Was In Love,trackdone,endplay,True,152.0
2023-10-09,MARO,just wanna forget you,hortelã,clickrow,trackdone,False,289.0
2023-10-09,Daniel Caesar,Let Me Go,NEVER ENOUGH,trackdone,trackdone,False,217.0
2023-10-09,Xavier Rudd,Follow The Sun,Spirit Bird,trackdone,trackdone,False,256.0
2023-10-09,Cultura Profética,Qué Tiempo Se Vive?,M. O. T. A.,trackdone,trackdone,False,364.0
2023-10-09,Rawayana,Hora Loca,Hora Loca,trackdone,trackdone,False,192.0
2023-10-09,Rawayana,Dame Un Break,Dame Un Break,trackdone,trackdone,False,201.0
2023-10-09,Lianne La Havas,Weird Fishes,Weird Fishes,trackdone,trackdone,False,355.0
2023-10-09,Esperanza Spalding,Noble Nobles,Emily’s D+Evolution,trackdone,trackdone,False,212.0
2023-10-09,The Band CAMINO,Berenstein,Berenstein,trackdone,fwdbtn,True,4.0
2023-10-09,Noah Kahan,Halloween,Stick Season,fwdbtn,trackdone,False,236.0
2023-10-09,Wild Rivers,Pink Shades,Pink Shades,trackdone,trackdone,False,207.0
2023-10-09,Wild Rivers,Mayday,Wild Rivers,trackdone,trackdone,False,160.0
2023-10-09,Wild Rivers,Love Gone Wrong - Acoustic Demo,Love Gone Wrong,trackdone,fwdbtn,True,5.0
2023-10-09,MARO,ouvi dizer,hortelã,fwdbtn,trackdone,False,176.0
2023-10-09,Wild Rivers,Love Gone Wrong,Love Gone Wrong,trackdone,trackdone,False,160.0
2023-10-09,Wild Rivers,Left Off,Songs to Break Up To,trackdone,trackdone,False,197.0
2023-10-09,Jessie Reyez,FOREVER (with 6LACK),YESSIE,trackdone,trackdone,False,223.0
2023-10-09,Still Woozy,Goodie Bag,Goodie Bag,trackdone,trackdone,False,146.0
2023-10-09,Still Woozy,Window,"If This Isn’t Nice, I Don’t Know What Is",trackdone,trackdone,False,139.0
2023-10-09,MARO,em porta trancada,hortelã,trackdone,trackdone,False,186.0
2023-10-09,MARO,juro que vi flores,hortelã,trackdone,trackdone,False,279.0
2023-10-09,MARO,há-de sarar,hortelã,trackdone,trackdone,False,228.0
2023-10-09,MARO,something bout tomorrow,hortelã,trackdone,trackdone,False,203.0
2023-10-09,MARO,tens morada em mim,hortelã,trackdone,logout,False,167.0
2023-10-09,Wild Rivers,Love Gone Wrong - Acoustic Demo,Love Gone Wrong,clickrow,trackdone,False,163.0
2023-10-09,Wild Rivers,Love Gone Wrong,Love Gone Wrong,trackdone,backbtn,True,18.0
2023-10-09,Wild Rivers,Love Gone Wrong - Acoustic Demo,Love Gone Wrong,backbtn,trackdone,False,163.0
2023-10-09,Wild Rivers,Love Gone Wrong,Love Gone Wrong,trackdone,endplay,True,3.0
2023-10-09,Wild Rivers,Love Gone Wrong - Acoustic Demo,Love Gone Wrong,clickrow,trackdone,False,320.0
2023-10-09,Wild Rivers,Love Gone Wrong,Love Gone Wrong,trackdone,endplay,True,13.0
2023-10-09,Wild Rivers,Love Gone Wrong - Acoustic Demo,Love Gone Wrong,clickrow,trackdone,False,322.0
2023-10-09,Wild Rivers,Love Gone Wrong,Love Gone Wrong,trackdone,backbtn,True,63.0
2023-10-09,Wild Rivers,Love Gone Wrong - Acoustic Demo,Love Gone Wrong,backbtn,logout,False,117.0
2023-10-09,Wild Rivers,Love Gone Wrong,Love Gone Wrong,trackerror,backbtn,True,6.0
2023-10-09,Wild Rivers,Love Gone Wrong - Acoustic Demo,Love Gone Wrong,backbtn,trackdone,False,163.0
2023-10-09,Wild Rivers,Love Gone Wrong,Love Gone Wrong,trackdone,backbtn,True,0.0
2023-10-09,Wild Rivers,Love Gone Wrong - Acoustic Demo,Love Gone Wrong,backbtn,trackdone,False,163.0
2023-10-09,Wild Rivers,Love Gone Wrong,Love Gone Wrong,trackdone,endplay,True,160.0
2023-10-09,Layup,What You Mean To Me,Layup VI,trackdone,backbtn,True,14.0
2023-10-09,Wild Rivers,Love Gone Wrong,Love Gone Wrong,backbtn,backbtn,True,79.0
2023-10-09,Wild Rivers,Love Gone Wrong - Acoustic Demo,Love Gone Wrong,backbtn,trackdone,False,163.0
2023-10-09,Wild Rivers,Love Gone Wrong,Love Gone Wrong,trackdone,trackdone,False,160.0
2023-10-09,Layup,What You Mean To Me,Layup VI,trackdone,logout,False,10.0
2023-10-09,Layup,What You Mean To Me,Layup VI,appload,trackdone,False,146.0
2023-10-09,Hazlett,Never Gonna Give You Up,Never Gonna Give You Up,trackdone,trackdone,False,158.0
2023-10-09,Harrison Storm,Breathe Again,Breathe Again,trackdone,trackdone,False,201.0
2023-10-09,Wild Rivers,Howling,Eighty-Eight,trackdone,trackdone,False,176.0
2023-10-10,Yoke Lore,Beige (unburdened),Beige (unburdened),trackdone,logout,False,94.0
2023-10-10,Wild Rivers,Love Gone Wrong - Acoustic Demo,Love Gone Wrong,clickrow,trackdone,False,163.0
2023-10-10,Wild Rivers,Love Gone Wrong,Love Gone Wrong,trackdone,endplay,True,160.0
2023-10-10,Wild Rivers,A Week Ago,Eighty-Eight,trackdone,endplay,True,27.0
2023-10-10,Wild Rivers,Left Off,Songs to Break Up To,clickrow,trackdone,False,197.0
2023-10-10,Wild Rivers,Small Talk,Songs to Break Up To,trackdone,trackdone,False,166.0
2023-10-10,Wild Rivers,Kinda Feels Alright,Songs to Break Up To,trackdone,fwdbtn,True,178.0
2023-10-10,Wild Rivers,Do or Die,Songs to Break Up To,fwdbtn,backbtn,True,1.0
2023-10-10,Wild Rivers,Kinda Feels Alright,Songs to Break Up To,backbtn,backbtn,True,0.0
2023-10-10,Wild Rivers,Small Talk,Songs to Break Up To,backbtn,backbtn,True,1.0
2023-10-10,Wild Rivers,Left Off,Songs to Break Up To,backbtn,trackdone,False,197.0
2023-10-10,Wild Rivers,Small Talk,Songs to Break Up To,trackdone,endplay,True,97.0
2023-10-10,Wild Rivers,Kinda Feels Alright,Songs to Break Up To,clickrow,trackdone,False,192.0
2023-10-10,Wild Rivers,Do or Die,Songs to Break Up To,trackdone,endplay,True,155.0
2023-10-10,Wild Rivers,Left Off,Songs to Break Up To,clickrow,trackdone,False,197.0
2023-10-10,Wild Rivers,Small Talk,Songs to Break Up To,trackdone,trackdone,False,166.0
2023-10-10,Wild Rivers,Kinda Feels Alright,Songs to Break Up To,trackdone,logout,False,189.0
2023-10-11,Knox,I’m So Good At Being Alone,I'm So Good At Being Alone?,clickrow,endplay,True,199.0
2023-10-11,The Band CAMINO,Three Month Hangover,The Dark,trackdone,endplay,True,5.0
2023-10-11,Knox,I’m So Good At Being Alone,I'm So Good At Being Alone?,clickrow,endplay,True,2.0
2023-10-11,Knox,Nevermind,I'm So Good At Being Alone?,clickrow,trackdone,False,178.0
2023-10-11,Knox,We’re Not In Love Anymore (feat. Charlotte Sands),I'm So Good At Being Alone?,trackdone,fwdbtn,True,111.0
2023-10-11,Knox,I’m So Good At Being Alone,I'm So Good At Being Alone?,fwdbtn,endplay,True,108.0
2023-10-11,The Band CAMINO,Three Month Hangover,The Dark,fwdbtn,backbtn,True,0.0
2023-10-11,Knox,We’re Not In Love Anymore (feat. Charlotte Sands),I'm So Good At Being Alone?,backbtn,backbtn,True,1.0
2023-10-11,Knox,I’m So Good At Being Alone,I'm So Good At Being Alone?,backbtn,backbtn,True,1.0
2023-10-11,Knox,Nevermind,I'm So Good At Being Alone?,backbtn,backbtn,True,1.0
2023-10-11,Knox,Miss When You Missed Me (feat. Nightly),I'm So Good At Being Alone?,backbtn,backbtn,True,0.0
2023-10-11,Knox,Nevermind,I'm So Good At Being Alone?,fwdbtn,backbtn,True,0.0
2023-10-11,Knox,Love Letter,I'm So Good At Being Alone?,backbtn,backbtn,True,0.0
2023-10-11,Knox,Miss When You Missed Me (feat. Nightly),I'm So Good At Being Alone?,backbtn,fwdbtn,True,80.0
2023-10-11,Knox,Not The 1975,I'm So Good At Being Alone?,backbtn,fwdbtn,True,1.0
2023-10-11,Knox,Love Letter,I'm So Good At Being Alone?,fwdbtn,backbtn,True,111.0
2023-10-11,Knox,Not The 1975,I'm So Good At Being Alone?,backbtn,backbtn,True,188.0
2023-10-11,Knox,Man Down,I'm So Good At Being Alone?,backbtn,trackdone,False,183.0
2023-10-11,Knox,Not The 1975,I'm So Good At Being Alone?,trackdone,logout,False,19.0
2023-10-11,Knox,Love Letter,I'm So Good At Being Alone?,fwdbtn,fwdbtn,True,1.0
2023-10-11,Knox,Miss When You Missed Me (feat. Nightly),I'm So Good At Being Alone?,fwdbtn,fwdbtn,True,1.0
2023-10-11,Knox,Nevermind,I'm So Good At Being Alone?,fwdbtn,fwdbtn,True,1.0
2023-10-11,Knox,We’re Not In Love Anymore (feat. Charlotte Sands),I'm So Good At Being Alone?,fwdbtn,fwdbtn,True,1.0
2023-10-11,Knox,I’m So Good At Being Alone,I'm So Good At Being Alone?,fwdbtn,logout,False,85.0
2023-10-12,Bad Bunny,WHERE SHE GOES,WHERE SHE GOES,clickrow,logout,False,40.0
2023-10-13,Taylor Acorn,Guys Like You,Put It in a Song,clickrow,trackdone,False,549.0
2023-10-13,Taylor Acorn,Seventeen,Put It in a Song,trackdone,backbtn,True,3.0
2023-10-13,Taylor Acorn,Guys Like You,Put It in a Song,backbtn,trackdone,False,428.0
2023-10-13,Taylor Acorn,Seventeen,Put It in a Song,trackdone,endplay,True,38.0
2023-10-13,Corey Harper,Emily's Frown,Emily's Frown,clickrow,endplay,True,182.0
2023-10-13,The Band CAMINO,The Black and White,My Thoughts On You,trackdone,logout,False,9.0
2023-10-13,Corey Harper,Emily's Frown,Emily's Frown,clickrow,endplay,True,279.0
2023-10-13,Taylor Acorn,Guys Like You,Put It in a Song,clickrow,trackdone,False,426.0
2023-10-13,Taylor Acorn,Seventeen,Put It in a Song,trackdone,endplay,True,12.0
2023-10-13,Taylor Acorn,Guys Like You,Put It in a Song,clickrow,trackdone,False,215.0
2023-10-13,Taylor Acorn,Seventeen,Put It in a Song,trackdone,endplay,True,65.0
2023-10-13,Taylor Acorn,Something Tonight,Put It in a Song,clickrow,logout,False,82.0
2023-10-13,Taylor Acorn,Something Tonight,Put It in a Song,appload,fwdbtn,True,2.0
2023-10-13,Taylor Acorn,Guys Like You,Put It in a Song,fwdbtn,trackdone,False,215.0
2023-10-13,Taylor Acorn,Seventeen,Put It in a Song,trackdone,backbtn,True,55.0
2023-10-13,Taylor Acorn,Guys Like You,Put It in a Song,backbtn,trackdone,False,215.0
2023-10-13,Taylor Acorn,Seventeen,Put It in a Song,trackdone,backbtn,True,12.0
2023-10-13,Taylor Acorn,Guys Like You,Put It in a Song,backbtn,trackdone,False,215.0
2023-10-13,Taylor Acorn,Seventeen,Put It in a Song,trackdone,logout,False,16.0
2023-10-13,Taylor Acorn,Same,Put It in a Song,fwdbtn,fwdbtn,True,0.0
2023-10-13,Taylor Acorn,Something Tonight,Put It in a Song,fwdbtn,fwdbtn,True,2.0
2023-10-13,Taylor Acorn,Guys Like You,Put It in a Song,fwdbtn,trackdone,False,215.0
2023-10-13,Taylor Acorn,Seventeen,Put It in a Song,trackdone,endplay,True,76.0
2023-10-13,Corey Harper,Emily's Frown,Emily's Frown,clickrow,endplay,True,182.0
2023-10-13,Joe Dolman,The Middle,The Middle,trackdone,backbtn,True,0.0
2023-10-13,Corey Harper,Emily's Frown,Emily's Frown,backbtn,trackdone,False,182.0
2023-10-13,Joe Dolman,The Middle,The Middle,trackdone,endplay,True,11.0
2023-10-13,Corey Harper,Emily's Frown,Emily's Frown,clickrow,endplay,True,0.0
2023-10-13,Corey Harper,Emily's Frown,Emily's Frown,clickrow,endplay,True,182.0
2023-10-13,Joe Dolman,The Middle,The Middle,trackdone,backbtn,True,1.0
2023-10-13,Corey Harper,Emily's Frown,Emily's Frown,backbtn,endplay,True,13.0
2023-10-13,Knox,Man Down,I'm So Good At Being Alone?,clickrow,trackdone,False,183.0
2023-10-13,Knox,Not The 1975,I'm So Good At Being Alone?,trackdone,fwdbtn,True,158.0
2023-10-13,Knox,Love Letter,I'm So Good At Being Alone?,fwdbtn,trackdone,False,158.0
2023-10-13,Knox,Miss When You Missed Me (feat. Nightly),I'm So Good At Being Alone?,trackdone,trackdone,False,174.0
2023-10-13,Knox,Nevermind,I'm So Good At Being Alone?,trackdone,trackdone,False,178.0
2023-10-13,Knox,We’re Not In Love Anymore (feat. Charlotte Sands),I'm So Good At Being Alone?,trackdone,trackdone,False,170.0
2023-10-13,Knox,I’m So Good At Being Alone,I'm So Good At Being Alone?,trackdone,endplay,True,199.0
2023-10-13,The Band CAMINO,Three Month Hangover,The Dark,trackdone,trackdone,False,182.0
2023-10-13,Knox,Love Letter,Love Letter,trackdone,trackdone,False,158.0
2023-10-13,Chris James,Oracle,Why Should We Turn Around?,trackdone,trackdone,False,124.0
2023-10-13,Fly By Midnight,Infinitely Falling,Fictional Illustrations,trackdone,trackdone,False,164.0
2023-10-13,The Wldlfe,Deep End,"Goodbye To All Of That, 2023",trackdone,trackdone,False,184.0
