date,artist,track title,album title,reason_start,reason_end,skipped,seconds played
2023-01-01,Woodlock,We Gotta Go,We Gotta Go,appload,trackdone,False,264.0
2023-01-01,SLANDER,Halfway Down (with Ashley Drake),Thrive,trackdone,trackdone,False,310.0
2023-01-01,Ryan Nevis,it wasn't all just a dream,it wasn't all just a dream,trackdone,trackdone,False,217.0
2023-01-01,Said The Sky,On My Own,On My Own - REAPER Remix,trackdone,trackdone,False,331.0
2023-01-01,Taska Black,Double Take,Double Take,trackdone,fwdbtn,True,4.0
2023-01-01,Tritonal,Anchor,Metamorphic III,fwdbtn,endplay,True,5.0
2023-01-01,Morgan Wallen,If I Know Me,If I Know Me,playbtn,fwdbtn,True,119.0
2023-01-01,Spencer Crandall,Things I Can't Say (feat. Julia Cole),Wilderness,fwdbtn,fwdbtn,True,34.0
2023-01-01,ERNEST,Hard Way,Locals Only,fwdbtn,fwdbtn,True,3.0
2023-01-01,Hunter Hayes,Missing You,Missing You,fwdbtn,fwdbtn,True,2.0
2023-01-01,Matt Schuster,Know Ya,Know Ya,fwdbtn,fwdbtn,True,14.0
2023-01-01,Ryan Hurd,"June, July, August",Pelago,fwdbtn,fwdbtn,True,2.0
2023-01-01,CHASE WRIGHT,Hurt No More,Hurt No More,fwdbtn,fwdbtn,True,4.0
2023-01-01,Dylan Schneider,Right Girl,Right Girl,fwdbtn,trackdone,False,169.0
2023-01-01,Morgan Wallen,This Bar,Dangerous: The Double Album,trackdone,fwdbtn,True,11.0
2023-01-01,Conner Smith,Take It Slow,Take It Slow,fwdbtn,trackdone,False,163.0
2023-01-01,Matt Schuster,Who Are You Kidding?,Who Are You Kidding?,trackdone,trackdone,False,208.0
2023-01-01,Ryan Hurd,Platonic,Pelago,trackdone,trackdone,False,152.0
2023-01-01,Adam Doleac,Meet Me in the City,Meet Me in the City,trackdone,fwdbtn,True,6.0
2023-01-01,Zach Bryan,Heading South,Heading South,fwdbtn,trackdone,False,172.0
2023-01-01,Jordan Davis,Lose You,Buy Dirt,trackdone,trackdone,False,203.0
2023-01-01,Kyle Clark,Hope It's Hot Out,Hope It's Hot Out,trackdone,trackdone,False,167.0
2023-01-01,Matt Schuster,Vienna,Vienna,trackdone,fwdbtn,True,19.0
2023-01-01,Morgan Wallen,Had Me By Halftime,If I Know Me,fwdbtn,trackdone,False,172.0
2023-01-01,Diplo,Bottle’s Bout Dead (feat. ERNEST),Diplo Presents Thomas Wesley: Chapter 1 - Snake Oil (Deluxe),trackdone,trackdone,False,151.0
2023-01-01,Parmalee,Girl In Mine,Girl In Mine,trackdone,trackdone,False,155.0
2023-01-01,Dustin Lynch,Stars Like Confetti,Blue In The Sky,trackdone,trackdone,False,194.0
2023-01-01,CHASE WRIGHT,Lying with You,INTERTWINED,trackdone,trackdone,False,179.0
2023-01-01,Cheat Codes,I Remember,I Remember,trackdone,trackdone,False,168.0
2023-01-01,Morgan Wallen,Wonderin’ Bout The Wind,Dangerous: The Double Album,trackdone,fwdbtn,True,8.0
2023-01-01,Dylan Scott,Amen To That,Livin' My Best Life,fwdbtn,fwdbtn,True,3.0
2023-01-01,Chris Young,She's Got a Way,Losing Sleep,fwdbtn,fwdbtn,True,31.0
2023-01-01,Dylan Schneider,Ain't Missin' You,Ain't Missin' You,fwdbtn,trackdone,False,176.0
2023-01-01,Parmalee,Take My Name,For You,trackdone,fwdbtn,True,118.0
2023-01-01,David J,STAY,STAY,fwdbtn,endplay,True,5.0
2023-01-01,Morgan Wallen,Spin You Around,Stand Alone - EP,playbtn,trackdone,False,213.0
2023-01-01,Morgan Wallen,Whiskey Glasses,If I Know Me,trackdone,fwdbtn,True,110.0
2023-01-01,Morgan Wallen,American Nights,American Nights,fwdbtn,fwdbtn,True,9.0
2023-01-01,Morgan Wallen,Chasin' You,If I Know Me,fwdbtn,fwdbtn,True,67.0
2023-01-01,Morgan Wallen,You Proof,You Proof,fwdbtn,fwdbtn,True,3.0
2023-01-01,Morgan Wallen,Dangerous,Dangerous: The Double Album,fwdbtn,fwdbtn,True,8.0
2023-01-01,Morgan Wallen,The Way I Talk,If I Know Me,fwdbtn,endplay,True,4.0
2023-01-01,Zach Bryan,The Good I'll Do,American Heartbreak,playbtn,fwdbtn,True,192.0
2023-01-01,Zach Bryan,Motorcycle Drive By,Summertime Blues,fwdbtn,fwdbtn,True,99.0
2023-01-01,Zach Bryan,Heading South,Heading South,fwdbtn,fwdbtn,True,81.0
2023-01-01,Zach Bryan,Snow,DeAnn,fwdbtn,trackdone,False,179.0
2023-01-01,Zach Bryan,Condemned,DeAnn,trackdone,trackdone,False,175.0
2023-01-01,Zach Bryan,Sun to Me,American Heartbreak,trackdone,logout,False,43.0
2023-01-03,Zach Bryan,Sun to Me,American Heartbreak,appload,trackdone,False,120.0
2023-01-03,Zach Bryan,Highway Boys,Highway Boys,trackdone,trackdone,False,220.0
2023-01-03,Zach Bryan,Something in the Orange,Something in the Orange,trackdone,trackdone,False,228.0
2023-01-03,Zach Bryan,Come as You Are,Elisabeth,trackdone,trackdone,False,286.0
2023-01-03,Zach Bryan,Oklahoma Smokeshow,Summertime Blues,trackdone,trackdone,False,212.0
2023-01-03,Zach Bryan,Birmingham,"Quiet, Heavy Dreams",trackdone,trackdone,False,206.0
2023-01-03,Zach Bryan,"Burn, Burn, Burn","Burn, Burn, Burn",trackdone,trackdone,False,269.0
2023-01-03,Zach Bryan,Traveling Man,"Quiet, Heavy Dreams",trackdone,trackdone,False,197.0
2023-01-03,Zach Bryan,Revival,Elisabeth,trackdone,trackdone,False,221.0
2023-01-03,Zach Bryan,Quittin' Time,Summertime Blues,trackdone,trackdone,False,221.0
2023-01-03,Zach Bryan,Us Then,Summertime Blues,trackdone,trackdone,False,166.0
2023-01-03,Zach Bryan,November Air,"Quiet, Heavy Dreams",trackdone,trackdone,False,244.0
2023-01-03,Zach Bryan,Crooked Teeth,"Quiet, Heavy Dreams",trackdone,trackdone,False,197.0
2023-01-03,Zach Bryan,Heavy Eyes,American Heartbreak,trackdone,trackdone,False,191.0
2023-01-03,Zach Bryan,Loom,Elisabeth,trackdone,trackdone,False,164.0
2023-01-03,Zach Bryan,Summertime Blues,Summertime Blues,trackdone,trackdone,False,181.0
2023-01-03,Zach Bryan,Mine Again,American Heartbreak,trackdone,trackdone,False,224.0
2023-01-03,Zach Bryan,All the Time,Summertime Blues,trackdone,trackdone,False,200.0
2023-01-03,Zach Bryan,Starved,Starved,trackdone,trackdone,False,283.0
2023-01-03,Zach Bryan,Let You Down,"Quiet, Heavy Dreams",trackdone,trackdone,False,209.0
2023-01-03,Zach Bryan,From Austin,American Heartbreak,trackdone,trackdone,False,207.0
2023-01-03,Zach Bryan,"Quiet, Heavy Dreams","Quiet, Heavy Dreams",trackdone,trackdone,False,174.0
2023-01-03,Zach Bryan,God Speed,DeAnn,trackdone,trackdone,False,253.0
2023-01-03,Zach Bryan,Letting Someone Go,DeAnn,trackdone,trackdone,False,240.0
2023-01-03,Zach Bryan,Open the Gate,Open the Gate,trackdone,trackdone,False,235.0
2023-01-03,Zach Bryan,From a Lover's Point of View,Elisabeth,trackdone,trackdone,False,184.0
2023-01-03,Zach Bryan,Fifth of May,The Greatest Day of My Life,trackdone,trackdone,False,178.0
2023-01-03,Zach Bryan,Mine,Elisabeth,trackdone,trackdone,False,178.0
2023-01-03,Zach Bryan,Washington Lilacs,Elisabeth,trackdone,trackdone,False,168.0
2023-01-03,Zach Bryan,Old Man,Elisabeth,trackdone,trackdone,False,242.0
2023-01-03,Zach Bryan,She's Alright,American Heartbreak,trackdone,trackdone,False,229.0
2023-01-03,Zach Bryan,Twenty So,Summertime Blues,trackdone,trackdone,False,199.0
2023-01-03,Zach Bryan,Cold Blooded,Elisabeth,trackdone,trackdone,False,205.0
2023-01-03,Zach Bryan,Flying or Crying,DeAnn,trackdone,trackdone,False,170.0
2023-01-03,Zach Bryan,The Greatest Day of My Life,The Greatest Day of My Life,trackdone,trackdone,False,239.0
2023-01-03,Zach Bryan,Late July,American Heartbreak,trackdone,trackdone,False,178.0
2023-01-03,Zach Bryan,Leaving,Elisabeth,trackdone,trackdone,False,207.0
2023-01-03,Zach Bryan,'68 Fastback,American Heartbreak,trackdone,trackdone,False,193.0
2023-01-03,Zach Bryan,Don't Give up on Me,DeAnn,trackdone,trackdone,False,203.0
2023-01-03,Zach Bryan,Cold Damn Vampires,American Heartbreak,trackdone,trackdone,False,292.0
2023-01-03,Zach Bryan,Poems and Closing Time,American Heartbreak,trackdone,trackdone,False,161.0
2023-01-03,Zach Bryan,Blue,American Heartbreak,trackdone,trackdone,False,219.0
2023-01-03,Zach Bryan,Hell or Highwater - Live,Studio A Recordings,trackdone,trackdone,False,172.0
2023-01-03,Zach Bryan,Jamie (feat. Charles Wesley Godwin),Summertime Blues,trackdone,trackdone,False,220.0
2023-01-03,Zach Bryan,Happy Instead,American Heartbreak,trackdone,trackdone,False,249.0
2023-01-03,Zach Bryan,Tishomingo,American Heartbreak,trackdone,trackdone,False,189.0
2023-01-03,Zach Bryan,Someday (Maggie's),American Heartbreak,trackdone,trackdone,False,266.0
2023-01-03,Zach Bryan,If She Wants a Cowboy,American Heartbreak,trackdone,trackdone,False,192.0
2023-01-03,Zach Bryan,Codeine Pills - Part One,Elisabeth,trackdone,trackdone,False,196.0
2023-01-03,Zach Bryan,Younger Years,American Heartbreak,trackdone,trackdone,False,205.0
2023-01-03,Zach Bryan,Darling,American Heartbreak,trackdone,trackdone,False,238.0
2023-01-03,Zach Bryan,No Cure,American Heartbreak,trackdone,trackdone,False,162.0
2023-01-03,Zach Bryan,Hope Again,DeAnn,trackdone,trackdone,False,181.0
2023-01-03,Zach Bryan,"Country Roads (with Charles Wesley Godwin, Jonathan Peyton & Abigail Peyton) - Live",All My Homies Hate Ticketmaster (Live from Red Rocks),trackdone,trackdone,False,209.0
2023-01-03,Zach Bryan,Right Now the Best,American Heartbreak,trackdone,fwdbtn,True,4.0
2023-01-03,Zach Bryan,The Outskirts,American Heartbreak,fwdbtn,fwdbtn,True,2.0
2023-01-03,Zach Bryan,Oklahoma City,American Heartbreak,fwdbtn,fwdbtn,True,2.0
2023-01-03,Zach Bryan,Whiskey Fever,American Heartbreak,fwdbtn,fwdbtn,True,1.0
2023-01-03,Zach Bryan,Morning Time,American Heartbreak,fwdbtn,fwdbtn,True,5.0
2023-01-03,Zach Bryan,Messed up Kid,Elisabeth,fwdbtn,trackdone,False,260.0
2023-01-03,Zach Bryan,You Are My Sunshine,American Heartbreak,trackdone,trackdone,False,178.0
2023-01-03,Zach Bryan,Ninth Cloud,American Heartbreak,trackdone,trackdone,False,204.0
2023-01-03,Zach Bryan,Billy Stay,American Heartbreak,trackdone,trackdone,False,317.0
2023-01-03,Zach Bryan,Sober Side of Sorry,American Heartbreak,trackdone,trackdone,False,213.0
2023-01-03,Zach Bryan,Corinthians (Proctor's),American Heartbreak,trackdone,trackdone,False,231.0
2023-01-03,Zach Bryan,Half Grown,American Heartbreak,trackdone,trackdone,False,207.0
2023-01-03,Zach Bryan,Matt and Audie,Summertime Blues,trackdone,trackdone,False,127.0
2023-01-03,Zach Bryan,Doing Fine,DeAnn,trackdone,trackdone,False,184.0
2023-01-03,Zach Bryan,Sweet DeAnn - Live,All My Homies Hate Ticketmaster (Live from Red Rocks),trackdone,trackdone,False,185.0
2023-01-03,Zach Bryan,This Road I Know,American Heartbreak,trackdone,trackdone,False,204.0
2023-01-03,Zach Bryan,Man Thats Never Known You,DeAnn,trackdone,trackdone,False,186.0
2023-01-03,Zach Bryan,High Beams,American Heartbreak,trackdone,trackdone,False,201.0
2023-01-03,Zach Bryan,Moon in Oklahoma,DeAnn,trackdone,trackdone,False,180.0
2023-01-03,Zach Bryan,A Boy Like You,Elisabeth,trackdone,trackdone,False,288.0
2023-01-03,Zach Bryan,Shivers Down Spines,DeAnn,trackdone,trackdone,False,180.0
2023-01-03,Zach Bryan,Driving,Elisabeth,trackdone,trackdone,False,204.0
2023-01-03,Zach Bryan,Me and Mine,Elisabeth,trackdone,trackdone,False,189.0
2023-01-03,Zach Bryan,Hopefully,Elisabeth,trackdone,endplay,True,238.0
2023-01-03,Caamp,The Otter,Lavender Days,trackdone,trackdone,False,178.0
2023-01-03,Watchhouse,Old Ties and Companions,Such Jubilee,trackdone,trackdone,False,189.0
2023-01-03,ERNEST,Hard Way,Locals Only,trackdone,trackdone,False,169.0
2023-01-03,Matt Schuster,Vienna,Vienna,trackdone,trackdone,False,189.0
2023-01-03,Conner Smith,Take It Slow,Take It Slow,trackdone,trackdone,False,163.0
2023-01-03,John Vincent III,In My Sheets,Songs from the Valley,trackdone,trackdone,False,250.0
2023-01-03,Zach Bryan,Heading South,Heading South,trackdone,trackdone,False,172.0
2023-01-03,Watchhouse,Daylight,Such Jubilee,trackdone,trackdone,False,194.0
2023-01-03,Logan Mize,Albuquerque,Albuquerque,trackdone,trackdone,False,189.0
2023-01-03,Matt Schuster,Summer Nights In A Small Town,Summer Nights In A Small Town,trackdone,trackdone,False,158.0
2023-01-03,The 502s,Just Another Song,Just Another EP,trackdone,trackdone,False,175.0
2023-01-03,Rob Baird,Fade Away,Blue Eyed Angels,trackdone,trackdone,False,184.0
2023-01-03,Zach Bryan,Poems and Closing Time,American Heartbreak,trackdone,trackdone,False,161.0
2023-01-03,Watchhouse,Settled Down,Such Jubilee,trackdone,trackdone,False,184.0
2023-01-03,Randy Houser,Rub A Little Dirt On It,Note To Self,trackdone,trackdone,False,165.0
2023-01-03,Matt Schuster,Who Are You Kidding?,Who Are You Kidding?,trackdone,trackdone,False,208.0
2023-01-03,Conner Smith,I Hate Alabama,I Hate Alabama,trackdone,trackdone,False,214.0
2023-01-03,Jameson Rodgers,Heartbreak Highway,Highways and Dirt Roads,trackdone,trackdone,False,186.0
2023-01-03,Zach Bryan,Blue,American Heartbreak,trackdone,trackdone,False,219.0
2023-01-03,Watchhouse,Little Worlds,Such Jubilee,trackdone,trackdone,False,210.0
2023-01-03,Kolton Moore & the Clever Few,Mine All Mine,Love Me Instead,trackdone,trackdone,False,182.0
2023-01-03,The 502s,Enjoy the Ride,Because We Had To,trackdone,trackdone,False,140.0
2023-01-03,Conner Smith,Feathered Indians,Feathered Indians,trackdone,trackdone,False,191.0
2023-01-03,Trey Lewis,How Bout We Don't,How Bout We Don't,trackdone,trackdone,False,179.0
2023-01-03,Zach Bryan,Tishomingo,American Heartbreak,trackdone,trackdone,False,189.0
2023-01-03,Jordan Davis,What My World Spins Around,What My World Spins Around,trackdone,trackdone,False,187.0
2023-01-03,Rob Baird,Want You,Anthems,trackdone,trackdone,False,180.0
2023-01-03,Watchhouse,Echo,Blindfaller,trackdone,trackdone,False,202.0
2023-01-03,The 502s,Waves,Waves,trackdone,trackdone,False,136.0
2023-01-03,Jake Owen,1x1,1x1,trackdone,trackdone,False,193.0
2023-01-03,Zach Bryan,"Burn, Burn, Burn","Burn, Burn, Burn",trackdone,trackdone,False,269.0
2023-01-03,Randy Houser,Note to Self,Note To Self,trackdone,trackdone,False,195.0
2023-01-03,Bailey Zimmerman,Trainwreck,Leave The Light On,trackdone,trackdone,False,211.0
2023-01-03,Matt Schuster,If I Was A Cowboy,If I Was A Cowboy,trackdone,trackdone,False,184.0
2023-01-03,Conner Smith,Didn't Go Too Far,Didn't Go Too Far,trackdone,trackdone,False,168.0
2023-01-03,Koe Wetzel,Better Without You,Hell Paso,trackdone,trackdone,False,142.0
2023-01-03,Zach Bryan,Darling,American Heartbreak,trackdone,trackdone,False,238.0
2023-01-03,Slade Coulter,But Me,Best of Me,trackdone,trackdone,False,236.0
2023-01-03,Randy Houser,Country Round Here Tonight,Note To Self,trackdone,trackdone,False,216.0
2023-01-03,Jameson Rodgers,Things That Matter,Things That Matter,trackdone,trackdone,False,194.0
2023-01-03,Caamp,Come With Me Now,Lavender Days,trackdone,trackdone,False,159.0
2023-01-03,Wilderado,Talking About Love to a Cigarette (OurVinyl Sessions),Wilderado | OurVinyl Sessions,trackdone,trackdone,False,192.0
2023-01-03,Zach Bryan,Leaving,Elisabeth,trackdone,trackdone,False,207.0
2023-01-03,Corey Kent,Highways,'21,trackdone,trackdone,False,204.0
2023-01-03,HARDY,TRUCK BED,TRUCK BED,trackdone,trackdone,False,168.0
2023-01-03,Kameron Marlowe,Over Now,We Were Cowboys,trackdone,trackdone,False,222.0
2023-01-03,Caamp,See the World,Caamp,trackdone,trackdone,False,138.0
2023-01-03,Nate Smith,Whiskey On You,Whiskey On You,trackdone,trackdone,False,184.0
2023-01-03,Zach Bryan,'68 Fastback,American Heartbreak,trackdone,trackdone,False,193.0
2023-01-03,Kolton Moore & the Clever Few,Tattooed Cigarette,Love Me Instead,trackdone,trackdone,False,177.0
2023-01-03,Conner Smith,Take It Slow - Acoustic,Take It Slow,trackdone,trackdone,False,153.0
2023-01-03,Zach Bryan,Us Then,Summertime Blues,trackdone,trackdone,False,166.0
2023-01-03,Morgan Wallen,More Than My Hometown,Dangerous: The Double Album,trackdone,trackdone,False,217.0
2023-01-03,Bailey Zimmerman,Rock and A Hard Place,Rock and A Hard Place,trackdone,trackdone,False,208.0
2023-01-03,Cole Swindell,She Had Me At Heads Carolina,Stereotype,trackdone,trackdone,False,206.0
2023-01-03,Scotty McCreery,Small Town Story,Same Truck - Deluxe,trackdone,trackdone,False,173.0
2023-01-03,Flatland Cavalry,How Long,Songs To Keep You Warm,trackdone,trackdone,False,210.0
2023-01-03,Zach Bryan,Hope Again,DeAnn,trackdone,trackdone,False,181.0
2023-01-03,Josh Abbott Band,Settle Me Down,The Highway Kind,trackdone,trackdone,False,177.0
2023-01-03,Morgan Wallen,Spin You Around,Stand Alone - EP,trackdone,trackdone,False,213.0
2023-01-03,Jordan Davis,Next Thing You Know,Next Thing You Know,trackdone,trackdone,False,175.0
2023-01-03,Bailey Zimmerman,Waiting,Leave The Light On,trackdone,trackdone,False,218.0
2023-01-03,Watchhouse,Cavalry,This Side of Jordan,trackdone,trackdone,False,196.0
2023-01-03,Zach Bryan,The Outskirts,American Heartbreak,trackdone,trackdone,False,198.0
2023-01-03,Travis Denning,Buy A Girl A Drink,Buy A Girl A Drink,trackdone,trackdone,False,196.0
2023-01-03,Morgan Wallen,You Proof,You Proof,trackdone,trackdone,False,157.0
2023-01-03,Noah Kahan,Stick Season,Stick Season,trackdone,trackdone,False,182.0
2023-01-03,Chayce Beckham,Keeping Me Up All Night,Keeping Me Up All Night,trackdone,trackdone,False,209.0
2023-01-03,Jackson Dean,Don’t Take Much,Greenbroke,trackdone,trackdone,False,201.0
2023-01-03,Zach Bryan,Something in the Orange,Something in the Orange,trackdone,trackdone,False,228.0
2023-01-03,Shane Smith & the Saints,All I See Is You,Geronimo,trackdone,trackdone,False,257.0
2023-01-03,Morgan Wallen,Thought You Should Know,Thought You Should Know,trackdone,trackdone,False,216.0
2023-01-03,Luke Combs,"Going, Going, Gone",Growin' Up,trackdone,trackdone,False,177.0
2023-01-03,Dylan Marlowe,When I Look Back,When I Look Back,trackdone,trackdone,False,179.0
2023-01-03,Flatland Cavalry,Damaged Goods,Songs To Keep You Warm,trackdone,trackdone,False,207.0
2023-01-03,Zach Bryan,Sun to Me,American Heartbreak,trackdone,trackdone,False,163.0
2023-01-03,Shane Smith & the Saints,Mountain Girl,Mountain Girl,trackdone,trackdone,False,209.0
2023-01-03,Morgan Wallen,Chasin' You,If I Know Me,trackdone,trackdone,False,205.0
2023-01-03,Caamp,Apple Tree Blues,Lavender Days,trackdone,trackdone,False,213.0
2023-01-03,Conner Smith,Why I Can't Leave,Why I Can't Leave,trackdone,trackdone,False,205.0
2023-01-03,ERNEST,Feet Wanna Run,FLOWER SHOPS,trackdone,trackdone,False,184.0
2023-01-03,Zach Bryan,Oklahoma Smokeshow,Summertime Blues,trackdone,trackdone,False,212.0
2023-01-03,Cody Hibbard,Dying Breed,Memory and a Dirt Road,trackdone,trackdone,False,211.0
2023-01-03,Tyler Childers,Universal Sound,Purgatory,trackdone,trackdone,False,222.0
2023-01-03,Caamp,Iffy,Caamp,trackdone,trackdone,False,236.0
2023-01-03,Kenny Chesney,Everyone She Knows,Here And Now,trackdone,trackdone,False,205.0
2023-01-03,Josh Meloy,Porch Light,Porch Light,trackdone,trackdone,False,185.0
2023-01-03,Zach Bryan,Younger Years,American Heartbreak,trackdone,trackdone,False,205.0
2023-01-03,Evan Honer,How Could I Ever,How Could I Ever,trackdone,trackdone,False,225.0
2023-01-03,Tyler Hubbard,5 Foot 9,5 Foot 9,trackdone,trackdone,False,190.0
2023-01-03,Morgan Wallen,865,Dangerous: The Double Album,trackdone,trackdone,False,304.0
2023-01-03,Tanner Usrey,Take Me Home,Take Me Home,trackdone,trackdone,False,209.0
2023-01-03,49 Winchester,Damn Darlin',Fortune Favors the Bold,trackdone,fwdbtn,True,68.0
2023-01-03,Zach Bryan,Loom,Elisabeth,fwdbtn,fwdbtn,True,14.0
2023-01-03,Flatland Cavalry,Mountain Song,Mountain Song,fwdbtn,endplay,True,151.0
2023-01-03,Zach Bryan,The Good I'll Do,American Heartbreak,playbtn,fwdbtn,True,5.0
2023-01-03,Zach Bryan,Motorcycle Drive By,Summertime Blues,fwdbtn,trackdone,False,162.0
2023-01-03,Zach Bryan,Heading South,Heading South,trackdone,trackdone,False,172.0
2023-01-03,Zach Bryan,Snow,DeAnn,trackdone,trackdone,False,179.0
2023-01-03,Zach Bryan,Condemned,DeAnn,trackdone,trackdone,False,175.0
2023-01-03,Zach Bryan,Sun to Me,American Heartbreak,trackdone,trackdone,False,163.0
2023-01-03,Zach Bryan,Highway Boys,Highway Boys,trackdone,fwdbtn,True,6.0
2023-01-03,Zach Bryan,Something in the Orange,Something in the Orange,fwdbtn,trackdone,False,228.0
2023-01-03,Zach Bryan,Come as You Are,Elisabeth,trackdone,trackdone,False,286.0
2023-01-04,Zach Bryan,Oklahoma Smokeshow,Summertime Blues,trackdone,trackdone,False,212.0
2023-01-04,Zach Bryan,Birmingham,"Quiet, Heavy Dreams",trackdone,trackdone,False,206.0
2023-01-04,Zach Bryan,"Burn, Burn, Burn","Burn, Burn, Burn",trackdone,trackdone,False,269.0
2023-01-04,Zach Bryan,Traveling Man,"Quiet, Heavy Dreams",trackdone,trackdone,False,197.0
2023-01-04,Zach Bryan,Revival,Elisabeth,trackdone,trackdone,False,221.0
2023-01-04,Zach Bryan,Quittin' Time,Summertime Blues,trackdone,trackdone,False,221.0
2023-01-04,Zach Bryan,Us Then,Summertime Blues,trackdone,trackdone,False,166.0
2023-01-04,Zach Bryan,November Air,"Quiet, Heavy Dreams",trackdone,trackdone,False,244.0
2023-01-04,Zach Bryan,Crooked Teeth,"Quiet, Heavy Dreams",trackdone,trackdone,False,197.0
2023-01-04,Zach Bryan,Heavy Eyes,American Heartbreak,trackdone,trackdone,False,191.0
2023-01-04,Zach Bryan,Loom,Elisabeth,trackdone,trackdone,False,164.0
2023-01-04,Zach Bryan,Summertime Blues,Summertime Blues,trackdone,trackdone,False,181.0
2023-01-04,Zach Bryan,Mine Again,American Heartbreak,trackdone,trackdone,False,224.0
2023-01-04,Zach Bryan,All the Time,Summertime Blues,trackdone,endplay,True,44.0
2023-01-04,Darren Kiely,Ella,Ella,playbtn,trackdone,False,188.0
2023-01-04,Darren Kiely,How Could You Love Me,How Could You Love Me,trackdone,endplay,True,225.0
2023-01-04,Hans Williams,All Is Well,All Is Well,trackdone,trackdone,False,151.0
2023-01-04,Taylor Bickett,QUARTER LIFE CRISIS,QUARTER LIFE CRISIS,trackdone,trackdone,False,198.0
2023-01-04,The Native,Halfway House,Fall Down - EP,trackdone,trackdone,False,138.0
2023-01-04,Morningsiders,Don't Let Me,A Little Lift,trackdone,trackdone,False,184.0
2023-01-04,dylxn,is this how it all falls apart?,is this how it all falls apart?,trackdone,trackdone,False,147.0
2023-01-04,Wild Rivers,Thinking 'Bout Love,Thinking 'Bout Love,trackdone,trackdone,False,184.0
2023-01-04,Chelsea Cutler,Men On The Moon,Men On The Moon,trackdone,trackdone,False,221.0
2023-01-04,Cian Ducrot,I'll Be Waiting,I'll Be Waiting,trackdone,trackdone,False,173.0
2023-01-04,Oscar Blue,Silhouettes,Silhouettes,trackdone,trackdone,False,235.0
2023-01-04,Sons Of The East,Another Night,Palomar Parade,trackdone,trackdone,False,171.0
2023-01-04,Woodlock,I Loved You Then (And I Love You Still),I Loved You Then,trackdone,trackdone,False,158.0
2023-01-04,Northwest Stories,With Me,With Me,trackdone,trackdone,False,139.0
2023-01-04,Quinn Lewis,Rocket Science,Heartbreak Hall Of Fame,trackdone,trackdone,False,162.0
2023-01-04,Jamie Grey,What You're Running From,What You're Running From,trackdone,trackdone,False,150.0
2023-01-04,Zach Hood,when she was mine,when she was mine,trackdone,trackdone,False,146.0
2023-01-04,Micky,July,July,trackdone,unexpected-exit-while-paused,False,128.0
2023-01-04,Micky,July,July,appload,trackdone,False,10.0
2023-01-04,Matt Schuster,Know Ya,Know Ya,trackdone,trackdone,False,164.0
2023-01-04,Josh Kerr,Arizona,Backseats and Burnt CDs,trackdone,trackdone,False,211.0
2023-01-04,The Light The Heat,Home to You,Morning Light,trackdone,trackdone,False,188.0
2023-01-04,Logan Mize,Albuquerque,Albuquerque,trackdone,trackdone,False,189.0
2023-01-04,Hayden Calnin,Let's Dance,Let's Dance,trackdone,trackdone,False,242.0
2023-01-04,Rachel Grae,Right Person Right Time,Right Person Right Time,trackdone,trackdone,False,178.0
2023-01-04,David Alexander,Her,Her,trackdone,trackdone,False,206.0
2023-01-04,Corey Harper,Pink Razor,Future Tense,trackdone,trackdone,False,190.0
2023-01-04,Haley Joelle,Haunt You,Two Places at Once,trackdone,trackdone,False,166.0
2023-01-04,The Dreggs,Hold Me Closer,Hold Me Closer,trackdone,trackdone,False,204.0
2023-01-04,Hazlett,Part Time Lovers,Part Time Lovers,trackdone,trackdone,False,191.0
2023-01-04,Josiah and the Bonnevilles,Stolen Love,Motel Mayday,trackdone,trackdone,False,223.0
2023-01-04,Rachel Grae,Colorblind,Colorblind,trackdone,trackdone,False,156.0
2023-01-04,Vincent Mason,Made 4,Made 4,trackdone,trackdone,False,170.0
2023-01-04,Ingrid Andress,Feel Like This,Good Person,trackdone,trackdone,False,196.0
2023-01-04,Jenna Raine,Fumbled the Bag,Fumbled the Bag,trackdone,trackdone,False,190.0
2023-01-04,Conner Smith,Take It Slow - Acoustic,Take It Slow,trackdone,trackdone,False,153.0
2023-01-04,Wrabel,hurts like hell,hurts like hell,trackdone,trackdone,False,240.0
2023-01-04,Troy Cartwright,Must Be Lonely,Just Kids,trackdone,trackdone,False,189.0
2023-01-04,Corey Harper,Still Need To Love You,Future Tense,trackdone,trackdone,False,229.0
2023-01-04,Josh Kerr,Wild Thing,Wild Thing,trackdone,trackdone,False,163.0
2023-01-04,Hans Williams,Body on My Shoulders,Body on My Shoulders,trackdone,trackdone,False,224.0
2023-01-04,BLÜ EYES,rest in peace,rest in peace,trackdone,trackdone,False,192.0
2023-01-04,Ryan McMullan,Bowie on the Radio,Bowie on the Radio,trackdone,trackdone,False,175.0
2023-01-04,Canaan Cox,As You Leave (undone),As You Leave (undone),trackdone,trackdone,False,128.0
2023-01-04,Corey Harper,Not That Great Of A Lover,Future Tense,trackdone,trackdone,False,152.0
2023-01-04,Savanna Leigh,end from the beginning,the way i see it,trackdone,trackdone,False,206.0
2023-01-04,Zach Bryan,"Burn, Burn, Burn","Burn, Burn, Burn",trackdone,trackdone,False,269.0
2023-01-04,BANNERS,Perfectly Broken,Perfectly Broken,trackdone,trackdone,False,188.0
2023-01-04,Haley Joelle,Two Places at Once,Two Places at Once,trackdone,trackdone,False,199.0
2023-01-04,Grace Davies,testosterone,testosterone,trackdone,trackdone,False,190.0
